,username,bio,profile_url,location,website
4801,ttperryplay716,"Writer and author of 6 books, five are published. My fifth book “ Monsters are Real “ is now available! I’m currently working on my sixth book. 🌸🌸🌸",https://twitter.com/ttperryplay716,"Toronto,ON",http://amazon.com/dp/1983174548/
4802,cbartonauthor,"Author of science fiction and fantasy with a penchant for the strange. amazon.com/author/chanceb…
#amwriting #scifi #fantasy #horror #bigfoot",https://twitter.com/CBartonAuthor,"Toronto,ON",http://ChanceBarton.com
4803,portalprophecy,"USA Today Bestselling Author, C.A. King
amazon.com/stores/C.-A.-K…",https://twitter.com/PortalProphecy,"Toronto,ON",https://www.bookbub.com/profile/c-a-king
4804,mgunningauthor,2018 ETFO Children’s Literature Award winner. Elementary teacher-librarian. Middle-grade author of I TOLD YOU SO series. #kidlit,https://twitter.com/MGunningAuthor,"Toronto,ON",http://www.itchygooneybooks.com
4805,pnh,"Editor-in-Chief at Tor Books. Series editor, Tor Essentials. Opinions mine, not Tor's. He, his. Also @pnh@wandering.shop.",https://twitter.com/pnh,"Tucson,AZ",http://nielsenhayden.com
4806,rdevro,journalist - @theintercept,https://twitter.com/rdevro,"Tucson,AZ",https://theintercept.com/staff/ryan-devereaux/
4807,danmarrieskold,"Dad, journalist, @azpeacemakers fan, frmr BLM wildland firefighter. AZ by way of San Diego, OK, & CO. @ColoradoMesaU alum. Licensed AZ Real Estate Agent",https://twitter.com/DanMarriesKOLD,"Tucson,AZ",https://www.facebook.com/DanMarries
4808,andreagold,"President Gold Stars Speakers Bureau, author Business of Successful Speaking, Authors Who Speak Sell More Books, self improvement. Spot POSSIBILITIES!",https://twitter.com/AndreaGold,"Tucson,AZ",http://www.goldstars.com
4809,mradamrex,"Author/ illustrator of all the books you like. No, not that one. No not that one either.

adamrex.substack.com

he/him",https://twitter.com/MrAdamRex,"Tucson,AZ",http://adamrex.com
4810,leafwax,"Climate scientist, paleoclimatologist & leaf wax isotope enthusiast at the University of Arizona. Lead Author of the IPCC AR6 WG1 report. Views my own.",https://twitter.com/leafwax,"Tucson,AZ",http://www.geo.arizona.edu/~jesst
4811,plibin,Co-founder and CEO of All Turtles and mmhmm. Co-founder and former CEO of Evernote. Generally enthusiastic.,https://twitter.com/plibin,"Fayetteville,AR",http://mmhmm.app
4812,upixmusic,"Believe in U :) President & CEO, and one of the Founders, #tech #app  Paying it forward! #entrepreneur #savealife #startups #allthingsgreat #abetterworld",https://twitter.com/upixmusic,"Fayetteville,AR",http://eyescaninc.com
4813,keith_humphrey,"CEO @Jet_AirWerks, Navy Veteran, Military and Veteran Advocate, Gold Star Family, Kansas Board of Regents (PTEA), screenwriter, sober, Dad & PopPop to many",https://twitter.com/Keith_Humphrey,"Fayetteville,AR",http://keithhumphrey.me
4814,taramartinedu,Educator | Admin | Coach | Author: Be REAL & #Cannonballin | International Speaker | @dbc_inc PR & Media Director | #BookSnaps founder | #REALedu @BookSnapsREAL,https://twitter.com/TaraMartinEDU,"Fayetteville,AR",http://www.tarammartin.com/links
4815,montanasports,Montana's Sports Leader #mtscores IG: instagram.com/montana.sports/ YT: youtube.com/c/MontanaSports,https://twitter.com/montanasports,"Fayetteville,AR",http://www.montanasports.com
4816,gregleding,"Dad, husband, state senator for Fayetteville. Senate Minority Leader for the 94th General Assembly.",https://twitter.com/GregLeding,"Fayetteville,AR",https://gregleding.com
4817,anniegowen,"National correspondent for The Washington Post, based in the Midwest. India Bureau Chief 2013-2018. Jayhawk forever.",https://twitter.com/anniegowen,"Fayetteville,AR",https://www.washingtonpost.com/people/annie-gowen/?utm_term=.5dcc9731c7fc
4818,smartymarty1126,"Author☠Horror afficionado😈My 2nd novel, Wolffs Haven just released!😱 Happily married😁I ❤ Marty🐶",https://twitter.com/SmartyMarty1126,"Fayetteville,AR",http://terriharrington.com
4819,karelynnaspacek,Author of Queen of Swords - Threads of Blood & Silk - Illustrator - cat lover - gardening lover - photographer,https://twitter.com/karelynnaspacek,"Fayetteville,AR",https://www.amazon.com/gp/product/B095CTLYHK
4820,kansasauthor,"Love wine cellars & love sinners but hate their sins. Conservative Catholic, award-winning author. MAGA: Trump/DeSantis ideal ticket. Pray for our nation. 🚫DMs",https://twitter.com/kansasauthor,"Fayetteville,AR",http://www.Tom-Mach.com
4821,authorbertedens,"Author & Editor. HWA member. Obsessed with puns, Corgis, Oxford commas, & ellipses... Hubs to the gorgeous @HisHeartworm ♥️ #Syn7 #Ailurus #ProjectFairytale",https://twitter.com/AuthorBertEdens,"Fayetteville,AR",http://www.authorbertedens.com
4822,wodkehawkinson,"We are writing duo PJ & Karen, producing works under the name Wodke Hawkinson, tweeting mainly about our books & those of other indie authors. #ASMSG",https://twitter.com/WodkeHawkinson,"Fayetteville,AR",http://wodke-hawkinson.com/
4823,ann_sieg,"Author, The Renegade Network Marketer; The Attraction Marketer's Manifesto&The Seven Great Lies of Network Marketing & creator of the E-Commerce Business School",https://twitter.com/Ann_Sieg,"Fayetteville,AR",http://www.ecommercebusinessschool.com
4824,coachjimmydykes,Husband and dad is who I am. Follower of Jesus. Basketball analyst for ESPN. Author of “The Film Doesn’t Lie “. Host of the Coach Me Up Podcast,https://twitter.com/CoachJimmyDykes,"Fayetteville,AR",http://CoachJimmyDykes.com
4825,paultesori,1-Sinner saved by Jesus 2-PGA Tour Caddie for Webber 3-Founder w/ @mrstesori of @tesorifamilyfdt 4-Proud Daddio of Alexis & Isaiah. 5-Gator Grad 🐊,https://twitter.com/PaulTesori,"Jacksonville,FL",http://tesorifamilyfoundation.org
4826,dablackpope,Founder and President of The Love-Alive Charity Inc. Former WWE Superstar and Impact Wrestling Commentator. For Appearances contact ElijahBookings@aol.com.,https://twitter.com/DaBlackPope,"Jacksonville,FL",http://love-alive.org
4827,andrewconnell,"Dad, husband, web & cloud developer, auto racing/space/tech enthusiast, Microsoft MVP, & founder of @voitanos.",https://twitter.com/andrewconnell,"Jacksonville,FL",http://www.andrewconnell.com
4828,sportsbizmiss,"#SportsBiz for Forbes | Founder, Business of College Sports | Adjunct Professor at @UF | Recovering atty | NIL obsessed | Author",https://twitter.com/SportsBizMiss,"Jacksonville,FL",https://linktr.ee/SportsBizMiss
4829,angienixon,"FL State Rep, Dist. 13 | Mother of @MoxieGirlComics & Founder of moxiemcgriff.com | Community Organizer | Political Junkie | Proud @UF Gator Grad",https://twitter.com/AngieNixon,"Jacksonville,FL",https://secure.actblue.com/donate/reelectangie
4830,socialmediamo,Love discovering new opps & learning via Social Media. Founder/CEO of BryteIT.com - Co-Founder/CTO of Bryte Payment Solutions bryteps.com,https://twitter.com/SocialMediaMo,"Jacksonville,FL",http://Bryteps.com
4831,gainesvillesun,News and entertainment information leader focused on communities in and around Alachua County.,https://twitter.com/GainesvilleSun,"Jacksonville,FL",http://www.gainesville.com
4832,fisglobal,"FIS™ (NYSE: FIS) is a global leader in technology and solutions that advance the way the world pays, banks and invests.",https://twitter.com/FISGlobal,"Jacksonville,FL",http://www.fisglobal.com/
4833,ned_james2,Marketing Leader | Digital Marketing | Product Marketing | Content Marketing | Social Media | Sales Enablement | Messaging | Lead Generation | Martech | SEO/SEM,https://twitter.com/Ned_James2,"Jacksonville,FL",http://www.linkedin.com/in/NedJames1
4834,shawnwigg,VP of Curriculum | Dir of School Improvement | Dir of K-12 Math | Curriculum Innovation Leader | EdTech Junkie | District T.O.Y. | Views here are my own,https://twitter.com/shawnwigg,"Jacksonville,FL",
4835,youngcash,"IM A MAN OF GOD, AND IM A G TOO LET THAT BE KNOWN. IM A NAPPY BOY ARTIST & LEADER OF DA #WINMOVEMENT. 
-FOR BOOKING- THEWINCEO@GMAIL.COM 3107297655",https://twitter.com/YoungCash,"Jacksonville,FL",http://NAPPYBOYONLINE.COM
4836,n2informaticsrn,"Chief Innovation Officer @ClearsenseLLC advancing healthcare with an affordable, secure cloud, multi-tenant  Healthcare Data Ecosystem.",https://twitter.com/N2InformaticsRN,"Jacksonville,FL",http://www.clearsense.com
4837,frazierben,"Journalist, Community organizer, Activist, Motivational Speaker, Inshore Charter boat Captain and Outdoorsman.
#northsidecoalitionofjacksonville",https://twitter.com/FrazierBen,"Jacksonville,FL",http://northsidecoalitionofjacksonville.com
4838,wjxtvic,"News Anchor / Investigative Reporter, @wjxt4. VP, Florida Assoc. of Broadcast Journalists. DJ. Photographer. @UFJSchool grad. Jesus follower.",https://twitter.com/WJXTvic,"Jacksonville,FL",http://Instagram.com/vicmicolucci
4839,donnadeegan,Proud Jax native. Award-winning journalist. Philanthropist. Author. Marathoner. Wife to the Weatherman. Mom. Change agent. Candidate for Mayor. #ChangeForGood,https://twitter.com/DonnaDeegan,"Jacksonville,FL",https://donnaformayor.com
4840,scottytidwell,President at @WeAreStoried & SVP at @WeAreEnthusiast ~ Advisory Board @GamerAdvantage ~ Golf Member @HammockResort,https://twitter.com/ScottyTidwell,"Jacksonville,FL",
4841,armandauthor,⌨Author. 🔫Crime Thrillers. ⚾Baseball. 🤘Metal. 💀Horror. 🧟Zombies. 🎙Podcaster. No discernible order. All my books: amazon.com/Armand-Rosamil…,https://twitter.com/ArmandAuthor,"Jacksonville,FL",https://armandrosamilia.com
4842,jongordon11,"14x Best-selling author of 27 books including Energy Bus, Power of Positive Leadership, The Garden. Clients:Rams, Clemson FB, TB Lightning, Dell, Snap, Heat.",https://twitter.com/JonGordon11,"Jacksonville,FL",http://www.JonGordon.com
4843,nealshusterman,"Author of a bunch of books like CHALLENGER DEEP (2015 National Book Award winner), UNWIND, SCYTHE, and more. ROXY, written with my son Jarrod, is out now!",https://twitter.com/NealShusterman,"Jacksonville,FL",http://lnk.bio/NealShusterman
4844,doctorqmd,"Chair NeuroSurgery @MayoClinic, father, husband, son, scientist, author, public speaker. Join my quest against brain cancer: DoctorQMD.com 🇲🇽 🇺🇸",https://twitter.com/DoctorQMd,"Jacksonville,FL",https://linktr.ee/doctorqmd
4845,jeromeehudson,Author: 50 Things They Don’t Want You to Know About Trump | Breitbart Entertainment Editor | None of this would be happening if Marty hadn’t bought the almanac.,https://twitter.com/JeromeEHudson,"Jacksonville,FL",https://www.amazon.com/gp/product/0063027658/?tag=breitbart035-20
4846,johnchick97,"Catholic Man, Husband, Father of 10. Become ON 🔥, FIT, & FREE; w Jesus Christ ✝️! Author & Director of Prison Ministry. 12 yrs NFL/CFL. T1D 🏆",https://twitter.com/johnchick97,"Jacksonville,FL",
4847,jfkii,"CEO @InclusionScore | Author #Inclusionism ≥
Lecture @TerryCollege | 1st✊🏽🏳️‍🌈For🇺🇸Congress
Institution @KeithInstitute | Harlem Ambassador",https://twitter.com/JFKii,"Augusta,GA",http://jamesfeltonkeith.com
4848,stewartdantec,📚Author: Shoutin' In The Fire: An American Epistle. ❤️ I love my family ✨ Spiritual wisdom for everyday people. request: @blueflowerarts,https://twitter.com/stewartdantec,"Augusta,GA",https://www.penguinrandomhouse.com/books/672938/shoutin-in-the-fire-by-dante-stewart/
4849,ryandohrn,"Motivational speaker, 28-year sales and marketing strategist, Emmy winner, best selling author. Featured by CNN, Forbes, USA Today.",https://twitter.com/ryandohrn,"Augusta,GA",http://RyanDohrn.com
4850,revbooyah,"Entrepreneur, CEO, Data Scientist, Big Data, Machine Learning, AI, Programmer, Black Belt, and Family Man, based in Albuquerque. PredictionMarketing.com",https://twitter.com/RevBooyah,"Albuquerque,NM",http://www.stevecook.net/
4851,richardrohrofm,"Franciscan friar, author, and teacher. Founder of the Center for Action and Contemplation in Albuquerque, NM. @CACRadicalGrace",https://twitter.com/RichardRohrOFM,"Albuquerque,NM",https://cac.org
4852,govgaryjohnson,"Official Twitter of Gov Gary Johnson former two-term Gov of New Mexico former Presidential nominee. Founder Our America Initiative.
oaichange.com",https://twitter.com/GovGaryJohnson,"Albuquerque,NM",
4853,_bolivian,founder of @felinefiendz & @fndzlabs,https://twitter.com/_bolivian,"Albuquerque,NM",https://www.fiendz.io
